acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,"F. P. BERI TO DERA VILLAGE ROAD, OPPOSITE MINI STADIUM, NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167012170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170015,7,2017-01-11,FATEHPUR BERI,01:10,279/304A,21:31,21:31,Negligence conduct-Rash driving,Rash driving,21.0
1 IPC 1860,"(3-1, PHASE-4, NEAR MANOJ VERMA GENRAL STORE, AYA NAGAR",2017-01-11,2017-01-11,Wednesday,SOUTH DELHI,8167012170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170016,6,2017-01-11,FATEHPUR BERI,19:05,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"H NO C 55, SANJAY COLONY, BHATI MINES, NEW DELHI",2016-07-18,2016-07-18,Monday,SOUTH DELHI,8167012170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170018,1,2017-01-12,FATEHPUR BERI,18:55,498A/406/34,00:00,00:00,Criminal breach of trust-domestic abuse,domestic abuse,0.0
1 IPC 1860,"171, SULTANPUR",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167012170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170020,6,2017-01-14,FATEHPUR BERI,20:40,188,16:00,16:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"H NO 642, G BLOCK, PHASE -6 AYA NAGAR, NEW DELHI",2017-01-14,2017-01-15,INTERVENING DAY,SOUTH DELHI,8167012170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170021,,2017-01-15,FATEHPUR BERI,12:15,457/380,23:00,06:00,Theft-house-trespass,Theft,23.0
1 IPC 1860,"FLAT NO A-1, UPPER GROUND FLOOR ( KH NO 1708), AYA NAGAR VILLAGE, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167012170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170022,6,2017-01-15,FATEHPUR BERI,19:30,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H NO 62, VILLAGE GADAIPUR, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167012170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170023,6,2017-01-15,FATEHPUR BERI,19:35,188,17:30,17:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"KHASRA NO 605, PLOT NO 5, SULTANPUR, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167012170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170024,6,2017-01-15,FATEHPUR BERI,20:10,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H NO G 171, G BLOCK, PHASE 6, AYA NAGAR, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167012170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170026,6,2017-01-16,FATEHPUR BERI,18:30,188,17:15,17:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H NO 98, KHORE MOHALLA, BADWALI CHOPAL, FATEHPUR BERI, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167012170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170027,6,2017-01-16,FATEHPUR BERI,19:40,188,17:30,17:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H NO 185, MANDI VILLAGE, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167012170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170028,6,2017-01-16,FATEHPUR BERI,20:30,188,18:15,18:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"H NO A-1/165, PHASE-5, AYA NAGAR, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167012170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170029,7,2017-01-16,FATEHPUR BERI,20:40,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"CHANDAN COMPLEX GALI, ASOLA, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167012170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167012170030,5,2017-01-16,FATEHPUR BERI,22:10,323/451/34,13:30,13:30,Causing hurt-house-trespass,house-trespass,13.0
1 IPC 1860,"AIIMS COMPLEX, NEW DELHI",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167017170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167017170002,3,2017-01-01,HAUZ KHAS,19:00,363,07:30,07:30,Kidnapping,Kidnapping,7.0
1 IPC 1860,"176, 1ST FLOOR, SHAHPUR JAT, NEW DELHI",2017-01-01,2017-01-02,INTERVENING DAY,SOUTH DELHI,8167017170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167017170003,,2017-01-02,HAUZ KHAS,07:45,457/380,23:59,07:00,Theft-house-trespass,Theft,23.0
1 IPC 1860,"3688, SHAHPUR JAT, NEW DELHI",2017-01-01,2017-01-02,INTERVENING DAY,SOUTH DELHI,8167017170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167017170004,,2017-01-02,HAUZ KHAS,08:55,457/380,23:00,07:00,Theft-house-trespass,Theft,23.0
1 IPC 1860,"AIIMS HOSPITAL GATE NO- 3, NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH DELHI,8167017170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167017170005,1,2017-01-03,HAUZ KHAS,02:30,379/34,01:15,01:15,Theft,Theft,1.0
1 IPC 1860,"INFRONT OF J-42, SOUTH EX-1, NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167023170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170003,5,2017-01-04,HAUZ KHAS,16:35,279/337,13:45,13:45,Rash driving-endangering safety of others,Rash driving,13.0
1 IPC 1860,"RING ROAD, NEAR ANDREWS GANJ FLYOVER, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167023170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170004,8,2017-01-09,HAUZ KHAS,19:40,394/397,23:00,23:00,Robbery,Robbery,23.0
1 IPC 1860,"1894, UDAY CHAND MARG, K.M.PUR",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167023170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170005,1,2017-01-10,HAUZ KHAS,10:45,354/380,03:00,03:00,Theft-sexual harrasement,sexual harrasement,3.0
1 IPC 1860,"RING ROAD, SOUTH EXTN.-2 SIDE, K.M.PUR",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167023170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170006,3,2017-01-10,HAUZ KHAS,12:07,356/379/34,09:20,09:20,Snatching-Theft,Snatching,9.0
1 IPC 1860,"NEAR SHEETLA MATA, MANDIR ROAD BAPU PARK KM PUR",2017-01-11,2017-01-11,Wednesday,SOUTH DELHI,8167023170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170008,6,2017-01-11,HAUZ KHAS,19:05,283,18:00,18:00,obstruction by a person,obstruction by a person,18.0
1 IPC 1860,"H.NO.1713/‘I1,KOTLA MUBARAK PUR NEW DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH DELHI,8167023170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170010,6,2017-01-11,HAUZ KHAS,20:18,380,16:30,16:30,Theft,Theft,16.0
1 IPC 1860,"H.NO.171, ALIGANJ, KOTLA MUBARAK PUR NEW DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH DELHI,8167023170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170011,6,2017-01-12,HAUZ KHAS,00:50,363,16:00,16:00,Kidnapping,Kidnapping,16.0
1 IPC 1860,"801/A, SUKHDEV NAGAR, K.M.PUR",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167023170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170014,7,2017-01-13,HAUZ KHAS,22:25,188,21:30,21:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"B.P MARG, NEAR TOYOTA MARUTI SHOWROOM, K.M.PUR NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167023170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170015,4,2017-01-15,HAUZ KHAS,14:10,379/34,11:20,11:20,Theft,Theft,11.0
1 IPC 1860,"K—743, BHOLA NAGAR KM PUR, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167023170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170016,6,2017-01-16,HAUZ KHAS,06:10,323/354/308/34,16:00,16:00,Causing hurt-culpable homicide-sexual harrasement,sexual harrasement,16.0
1 IPC 1860,"F-743, UDAI CHAND MARG KM PUR, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167023170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170017,6,2017-01-15,HAUZ KHAS,17:55,323/341/506/34,16:00,16:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,16.0
1 IPC 1860,"KOTLA NALA NEAR H.NO 1420, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167023170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170018,7,2017-01-16,HAUZ KHAS,20:30,325,20:00,20:00,grievous hurt,grievous hurt,20.0
1 IPC 1860,"1994, PILLANJI, K.M.PUR",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167023170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170019,7,2017-01-17,HAUZ KHAS,23:50,188,21:45,21:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"GURUDWARA ROAD NEAR GURDWARA KM PUR NEW DELHI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167023170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170020,5,2017-01-18,HAUZ KHAS,21:15,279/337,15:30,15:30,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,"N-13, SOUTH EX -1 NEW DELHI, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH DELHI,8167023170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170021,7,2017-01-20,HAUZ KHAS,13:15,457/380,20:30,20:30,Theft-house-trespass,Theft,20.0
1 IPC 1860,"UNDER FLYOVER, NEAR DEFENCE COLONY, NEW DELHI-110003",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170022,1,2017-01-21,HAUZ KHAS,07:45,279/429,02:00,02:00,Rash driving-mischief by killing,Rash driving,2.0
1 IPC 1860,"791/5, 2ND FLOOR, SUKHDEV NAGAR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170023,7,2017-01-21,HAUZ KHAS,20:45,188,19:20,19:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"214/2, ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170024,7,2017-01-21,HAUZ KHAS,21:30,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"A—214,ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170025,7,2017-01-21,HAUZ KHAS,22:20,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"1859A, RAVI DASS BASTI, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170026,7,2017-01-21,HAUZ KHAS,22:45,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"INA MARKET, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167023170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170027,7,2017-01-24,HAUZ KHAS,13:55,363,20:00,20:00,Kidnapping,Kidnapping,20.0
1 IPC 1860,"0-212 POCKET A, INA COLONY NEW DELHI, NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH DELHI,8167023170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170029,5,2017-01-24,HAUZ KHAS,20:50,454/380,14:00,14:00,Theft-house-trespass,Theft,14.0
1 IPC 1860,"GUMBAD J BLOCK NEAR MC DONALD, NDSE-1, NEW DELHI",2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167023170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170031,8,2017-01-28,HAUZ KHAS,23:45,356/379/34,22:10,22:10,Snatching-Theft,Snatching,22.0
1 IPC 1860,"GATE NO. 2, CGO COMPLEX, LODHI COLONY ND",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167028170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170002,7,2017-01-01,LODI COLONY,20:50,379/356/34,19:45,19:50,Snatching-Theft,Snatching,19.0
1 IPC 1860,B.K.DUTT COLONY LODHI COLONY,2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167028170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170004,6,2017-01-02,LODI COLONY,20:44,337,18:15,18:15,endangering safety of others,endangering safety of others,18.0
1 IPC 1860,"BACK SIDE OF, SHOP NO. 16 AND 17, MEHAR CHAND MKT., LODHI COLONY",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167028170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170006,7,2017-01-04,LODI COLONY,20:00,323/341/34,19:10,19:20,Causing hurt-wrong restraint,Causing hurt-wrong restraint,19.0
1 IPC 1860,"JHUGI NO. T-67, HARIJAN CAMP, MEHAR CHAND MKT., LODHI COLONY, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167028170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170007,4,2017-01-05,LODI COLONY,13:00,287/337,12:30,12:45,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,12.0
1 IPC 1860,"LODHI ROAD, DAYAL SINGH COLLAGE BUS STNAD, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167028170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170010,8,2017-01-14,LODI COLONY,23:35,379/356/34,23:00,23:15,Snatching-Theft,Snatching,23.0
1 IPC 1860,LODHI COLONY,2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167028170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170011,1,2017-01-16,LODI COLONY,03:00,279/337/304A,02:40,02:40,Negligence conduct-Rash driving-endangering safety of others,Rash driving,2.0
1 IPC 1860,"H.NO. 215, BLOCK- 23, LODHI COLONY, NEW DELHI.",2017-01-24,2017-01-24,Tuesday,SOUTH DELHI,8167028170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170016,,2017-01-24,LODI COLONY,19:46,380,10:00,18:00,Theft,Theft,10.0
1 IPC 1860,"RED LIGHT, HABITET CENTER IV AVENUE, LODHI COLONY ND",2017-01-25,2017-01-25,Wednesday,SOUTH DELHI,8167028170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170017,7,2017-01-25,LODI COLONY,21:20,379,20:40,20:40,Theft,Theft,20.0
1 IPC 1860,CGO COMPLEX LODHI COLONY,2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167028170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170019,3,2017-02-02,LODI COLONY,20:10,363,08:00,08:00,Kidnapping,Kidnapping,8.0
1 IPC 1860,"NEAR BUS STAND, BLOCK NO. 17, LODHI COLONY, NEW DELHI",2017-02-03,2017-02-03,Friday,SOUTH DELHI,8167028170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170020,6,2017-02-03,LODI COLONY,16:40,279,16:25,16:30,Rash driving,Rash driving,16.0
1 IPC 1860,"85, BLOCK NO. 21, LODHI COLONY, NEW DELHI",2017-02-03,2017-02-03,Friday,SOUTH DELHI,8167028170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170021,7,2017-02-03,LODI COLONY,22:00,380,20:00,21:15,Theft,Theft,20.0
1 IPC 1860,"BLOCK NO. 4, LODHI COLONY NEW DELHI",2017-02-07,2017-02-07,Tuesday,SOUTH DELHI,8167028170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170022,1,2017-02-07,LODI COLONY,00:45,285/337,00:30,00:40,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,0.0
1 IPC 1860,"6/12, RAILWAY COLONY, SEWA NAGAR, NEW DELHI",2017-02-22,2017-02-22,Wednesday,SOUTH DELHI,8167028170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170023,,2017-02-22,LODI COLONY,17:30,380/454,08:30,17:00,Theft-house-trespass,Theft,8.0
1 IPC 1860,"8-12/132, I.G. CAMP, LODHI COLONY, NEW DELHI",2017-02-25,2017-02-26,INTERVENING DAY,SOUTH DELHI,8167028170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170024,,2017-02-26,LODI COLONY,21:00,363,19:00,20:00,Kidnapping,Kidnapping,19.0
1 IPC 1860,"CNG PUMP, CGO COMPLEX, NEAR GATE NO. 14 JNS NEW DELHI",2017-02-26,2017-02-26,Sunday,SOUTH DELHI,8167028170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170025,7,2017-02-26,LODI COLONY,22:00,279/337,21:30,21:40,Rash driving-endangering safety of others,Rash driving,21.0
1 IPC 1860,"SAI BABA MANDIR, LODHI ROAD, NEW DELHI",2017-01-26,2017-01-26,Thursday,SOUTH DELHI,8167028170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170026,4,2017-03-07,LODI COLONY,23:00,509,11:30,11:40,sexual harrasement,sexual harrasement,11.0
1 IPC 1860,"III AVENUE ROAD CHORAHA,, BLOCK NO. 13, LODHI COLONY ND",2017-03-08,2017-03-08,Wednesday,SOUTH DELHI,8167028170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170027,3,2017-03-09,LODI COLONY,21:00,279/337,08:00,08:10,Rash driving-endangering safety of others,Rash driving,8.0
1 IPC 1860,"LODHI ROAD, NEAR AIR FORCE BAL BHARTI SCHOOL, LODHI COLONY NEW DELHI.",2016-10-25,2016-10-25,Tuesday,SOUTH DELHI,8167028170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170028,3,2017-03-11,LODI COLONY,09:00,379/356/34,08:50,08:55,Snatching-Theft,Snatching,8.0
1 IPC 1860,"JNS RED LIGHT, LODHI COLONY ND",2017-03-13,2017-03-13,Monday,SOUTH DELHI,8167028170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170030,4,2017-03-13,LODI COLONY,12:50,279/337,12:20,12:30,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"IN PARK BACK SIDE OF, QUTUB MINAR METRO STATION, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167032170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170002,5,2017-01-02,MEHRAULI,19:30,356/379,14:00,14:00,Snatching-Theft,Snatching,14.0
1 IPC 1860,OUT SIDE SAKET METRO STATION,2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167032170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170003,5,2017-01-03,MEHRAULI,00:05,379/356/34,13:20,13:20,Snatching-Theft,Snatching,13.0
1 IPC 1860,"A—153, GALI NO -3, AMBEDKER COLONY, CHATTARPUR, NEW DELHI",2016-10-02,2016-10-02,Sunday,SOUTH DELHI,8167032170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170004,1,2017-01-03,MEHRAULI,22:10,498A/323/506,00:15,00:30,Causing hurt-Criminal intimidation-domestic abuse,domestic abuse,0.0
1 IPC 1860,"MG ROAD NEAR 100 FOOTA RED LIGHT, CHATTARPUR, NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH DELHI,8167032170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170005,7,2017-01-03,MEHRAULI,23:05,397/411/34,20:00,20:00,Robbery-Theft,Robbery,20.0
1 IPC 1860,"C-88/D, FREEDOM FIGHTER COLONY GATE NO 3, NEAR DERA RADHA SWAMI ND",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167032170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170006,4,2017-01-04,MEHRAULI,23:30,363,11:00,11:00,Kidnapping,Kidnapping,11.0
1 IPC 1860,"IN FRONT OF KAVAB EXPRESS, QUTUB MINAR MEHRAULI ND",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167032170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170008,5,2017-01-05,MEHRAULI,14:30,356/379/34,13:30,13:30,Snatching-Theft,Snatching,13.0
1 IPC 1860,"H NO D-22, D BLOCK,, RAJPUR KHURD NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167032170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170009,7,2017-01-06,MEHRAULI,00:10,363,19:00,19:00,Kidnapping,Kidnapping,19.0
1 IPC 1860,"BUS STAND NEAR CHATTARPUR MANDIR, CHATTARPUR NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167032170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170011,7,2017-01-07,MEHRAULI,01:15,356/379,21:30,21:30,Snatching-Theft,Snatching,21.0
1 IPC 1860,"IIND FLOOR, KHANAK APARTMENT, MEHRAULI, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167032170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170013,8,2017-01-09,MEHRAULI,21:35,376,23:00,23:00,Rape,Rape,23.0
1 IPC 1860,"D-203, GALI NO 12, CHATTARPUR PAHARI ND",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167032170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170014,7,2017-01-10,MEHRAULI,08:35,308/34,20:30,20:30,culpable homicide,culpable homicide,20.0
1 IPC 1860,"NEAR SYNDICATE BANK, 100 FEET ROAD, CHATTARPUR, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167032170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170015,6,2017-01-10,MEHRAULI,18:20,279/337,18:40,18:40,Rash driving-endangering safety of others,Rash driving,18.0
1 IPC 1860,"H. NO. 266/11, WARD NO. 2, MEHRAULI, NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167032170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170016,7,2017-01-10,MEHRAULI,20:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"D-203, GALI NO 13,, CHHATTARPUR PAHARI NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167032170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170017,7,2017-01-11,MEHRAULI,10:30,324,20:30,21:00,hurt by dangerous weapons,hurt by dangerous weapons,20.0
1 IPC 1860,"A—266, GALI NO 12, AMBEDKAR COLONY CHATTARPUR ND",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167032170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170018,7,2017-01-11,MEHRAULI,12:55,363,20:00,20:00,Kidnapping,Kidnapping,20.0
1 IPC 1860,"T-9, IIIRD FLOOR, WARD NO. 3 MEHRAULI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167032170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170025,5,2017-01-13,MEHRAULI,17:00,188,15:00,15:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"H. NO. B-437/1(438), NEAR MADARSHA MURGI FARM, CHATTARPUR EXTN, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167032170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170026,6,2017-01-13,MEHRAULI,17:30,188,16:10,16:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"H. NO. 215, GALI NO. 7, CHATTARPUR PAHARI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167032170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170028,7,2017-01-13,MEHRAULI,21:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"895/0-24, WARD NO. 8, MEHRAULI, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167032170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170029,6,2017-01-14,MEHRAULI,19:50,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
